SUMMARY_AREA,SEX,AGE,AGEPOP,MEANLEN,SDEV
939,1,5,3372189.06428902683973677888485190716429,467.81160897812814143247786546409622929,43.71805801062073708634541753596107872558
919,1,1,18344321.55774493705528188286808976464149,179.780803368529820174787238132494176654,21.79831424468415172223103805120482564768
959,1,3,3992206.44241974050290480310764286423515,379.123503195449331259374752512589342761,30.5965034932098082703125423510252413658
919,1,2,42423449.79720158700888924012656264177562,307.311016016665152186815628488930740492,27.34767143158627317355998629933159046994
959,1,7,59012.53626050420168067226890756302521,474.341544981921776721928439869602040968,29.11772265562676177335488755927675822144
959,1,8,123612.7158543417366946778711484593837535,499.746978148719443745568300380878114568,29.12216984206362326461422523971075994719
919,1,3,57895947.56712024959489462532058880943262,389.179835681773374551048967390361522169,30.26719230652225528625362759500055461635
959,1,11,2898.294117647058823529411764705882352941,500,0
929,1,3,16219659.35191958818733666603849159630094,398.037967592026528600647134806474086841,30.79027909616929730892445396658626861443
939,1,3,13174183.569739685601754567271808651119,380.264948577115413686582577615427314468,31.11342347219283421553982208090259141638
939,1,4,11984695.74178606102034093920503656811972,418.323448913520891325450849241876669681,35.27617761790525966281848059988003675342
949,1,3,6226110.90900794269962626960598563032641,377.267987406740389157751095237022622164,36.05319881758066692948921012681909972941
949,1,5,905909.3052264982031716311635175732538816,453.53032598188172733602343199715423469,43.9793131282197266651220960855093134851
919,1,4,60931798.37468818031191256343386160830382,419.627278652871951131741475425321237211,30.15978879866369356005262021427940436808
919,1,6,5141098.22516591251885369532428355957767,471.783440336480095957883347933592676415,33.51172541335345806786906229587424719198
939,1,2,9979797.74257278669043374925727866904338,318.856431238743163376292449272729243399,42.40250115111135752541291876659389081365
929,1,6,2315245.38711412770236299648064353946706,472.317514475835612492403215237911070937,33.34235210059422307521680360002076585609
949,1,9,1013612.42338343029519500107735401853049,494.14307100867885203520439566665752323,22.70691904816679439601559149464445199611
919,1,5,13332264.20719031644488033940366597567409,461.769301065573969044547454947618724288,36.49256582949464242837737197451544174395
929,1,5,5091560.50476270968157377893686210116229,466.451500749188683019935768723079103641,32.14790120629961124741037368454244091731
939,1,9,5203192.35277795733678086619263089851325,502.781367223269124072953750844038293292,23.93408275618683491143447044735097751376
919,1,9,16169006.46589474251238957121310062486533,495.14782909428508616833392687276077605,23.46380492183652638373169637744024889181
959,1,4,3348661.88561866744929625254168864716531,413.029869943461978294154934144334861509,29.57970544444281649310875256654619420642
959,1,6,142387.0950578179989944695827048768225239,450.250243327162471449064593990840194478,30.21328848073310936723731554983102095621
959,1,10,38765.6034920634920634920634920634920635,486.897645909316220775689946244359598414,20.33467792786499975058719245559762965911
949,1,2,14154166.28377040471360958176373997875012,299.370620325819830592132447481153955395,35.99902302938233905871109545721477464794
929,1,10,1037699.20031746031746031746031746031746,487.660865766238480753293843542018867228,18.40964786029325439796636071718086049613
929,1,4,25454698.42075115103512669435590328085259,425.411214504825913137535465613749895253,25.8903571031764642981674067864144647861
929,1,1,100894171.606732348111658456486042692939,169.882739683415809392095164243527033434,20.00591300191021024624947376345992119444
949,1,7,229927.0910197155785391079508726567550097,502.052150007642845656481949321089066861,29.57003435726783189291727386133886104005
959,1,2,5749960.05918958492487904252610134963076,291.639815026947882669466070647860744224,44.48608310887799436225462178422014357369
939,1,1,44658402.22222222222222222222222222222222,174.237711544738053772237758817166220954,21.59141775057858492177210640760952266575
929,1,9,6911337.96217086834733893557422969187675,493.172370808582623057835548821302221311,18.86381213964982211702298513905455316111
939,1,8,3934529.13719887955182072829131652661065,515.963604138716169970361512696847970703,26.2165965662974643868178353334045635028
919,1,-9,2409463,400.731038409803346222789061297060797364,162.018508932066153612686907626785245591
939,1,6,1468581.25176721970839617898441427853193,483.637910947225993519271026083193138113,32.20192541044712127509707318717367911884
939,1,10,844638.2264713064713064713064713064713066,496.74101302546281321729406097045172535,23.48368728351661558975659751661198364065
929,1,11,206603.0588235294117647058823529411764706,499.999999999999999999999999999999999999,0
919,1,11,382150.2352941176470588235294117647058824,499.999999999999999999999999999999999999,0
939,1,-9,251951,611.743235787911141452107751110334946081,37.58148141332377014577287457729927954006
949,1,6,305207.6377199597787833081950729009552539,462.765930750386052378125976665211972998,35.37624059746880452856249866026428887047
959,1,9,226194.9819187675070028011204481792717087,487.095715678910504853275180043040466469,26.7861860874220016309412924788862811199
949,1,-9,967083,414.765961142942229363973929848834071119,182.752401234292951765670134076458366211
919,1,7,3956050.32312378797672915319974143503555,496.928688488072189586791139588168452098,27.99779348430872328838670510159277841959
929,1,8,3907877.43210084033613445378151260504202,499.609609943550256274739704487395625868,21.07706060815881413591024528096842777129
949,1,1,39590360.9441707717569786535303776683087,175.893075054767310595493025668295543426,18.97336508661550000481609769578834803519
939,1,11,131940.294117647058823529411764705882353,500,0
959,1,1,6168538.52380952380952380952380952380953,218.966274901157609231959080467227133348,13.14518657494065391859972432694902361451
949,1,11,31861.7058823529411764705882352941176471,499.999999999999999999999999999999999999,0
919,1,8,10597795.98005602240896358543417366946778,509.906366530811805742526514861641652554,29.82067384215185704863618721035303670774
929,1,2,7269922.867198133171764003407005435403,294.144665744368855085613451340635938236,58.23262288417034714874076271952212116043
949,1,8,926798.0631932773109243697478991596638654,523.482740088500073118342675278145682204,39.46712927639911334320175839357237870235
949,1,10,122732.28993894993894993894993894993895,490.679428253065794537966749179811936462,19.11480930770694348335986334282437585765
929,1,-9,764838,403.020914232817930071466114392851819601,193.310896639946295604746301371865413832
959,1,5,417937.8622613413181364499822917672816254,439.896294597745685921966476400729532992,41.32453284212660037895636584803341531455
949,1,4,5771430.34668669678304566742700616939967,416.134801354618704659075569357119624425,32.08444642268275134529815031197444865676
919,1,10,2746766.26652014652014652014652014652015,487.104269773959245999002800803643471038,20.10437769293046285013889399040522676685
929,1,7,1491002.20810924369747899159663865546218,496.758312738909384376148286928266434992,26.61247586640521502306725287356021243261
939,1,7,1585864.39705720749838396897220426632191,506.545764313368612876124882328781923782,25.5741519442971950134885707380381068142
959,1,-9,100209,325.301420032132842359468710395273877596,126.409351757336371525400918974498603871
919,2,9,13902193.73332821111725777040178662896716,532.68510770662415930675448204590623298,27.07651423706530212493459328651911780371
939,2,7,1053799.5401936026936026936026936026936,535.878517861237462961496523019046429337,53.05630815746606393347647474168669413669
919,2,2,49070828.7884288398220286765178406045279,310.803341153883231848783322290029474513,29.13158468861589410668761409690579249796
959,2,5,1952852.98192383230922784675320172277576,460.289942120514365706531754853271495141,36.11626292143194596056437074423124425501
919,2,3,60525449.37716704256444835071930193100258,398.683669841246748220427976213747010581,31.06552641305149362976283759402609173816
919,2,5,20554203.35593690735678565293169755644401,467.877344567664971940396125556431681181,46.08458844472846108786516544771105887002
919,2,6,2727310.46284395680947405085336119818879,526.541353975210270324417001314593557276,28.82614294420951489915632785510951349859
939,2,3,16111398.66089519889028803302316700416415,391.83475875317303213115339039414040375,38.386146198856691167381278364865603726
949,2,9,1633897.52285144987984744577036666286159,544.630741858856145547199173737057699083,36.51768456090829425795301575852389668143
959,2,6,159521.8513638022258711913884327677431126,520.328839658668103531721621310778606265,29.63614923619463757271724443504362469705
949,2,10,154689.7700089126559714795008912655971479,580.943764361788919450255027554446829517,32.22474155070913830959021489588752857712
919,2,10,1353660.44465240641711229946524064171123,558.948926131407938017397846777885995981,30.772593172984300836728833089042843033
929,2,4,32870183.92882812185323661783574242205609,441.770575922495315794826668655556072443,34.56313220948008930611514292602337278796
939,2,5,10204270.5752301586175825526738305642971,492.134750508683897506018201923788718721,43.63328824177705724977515546890423357087
949,2,5,2411283.66508484566293896922700168136274,476.670439344803025412173621504263098258,48.16565793758038140062148859160317296717
929,2,10,727540.0780303030303030303030303030303032,548.508559618525982630366453945107718385,20.93858509164360895450788431484845615871
959,2,8,381148.0045447471918060153354271001329824,526.43869411268727339093718747234898135,35.99301828952387260462469682343738127396
919,2,4,70969633.42857486544806391075207131575234,429.046387454782728633330701338832413152,36.80717263958208458578068802606292637117
939,2,0,0,0,0
929,2,7,786198.0472432659932659932659932659932661,498.496604338946137809742737492080496562,52.06345137858226932244143165490913448076
959,2,2,7747744.30891841216918616299421252981625,300.924290462964578238210513166921734634,46.45907829638896312313368055639958248707
919,2,1,16745600.81538461538461538461538461538462,178.76696022723735409254845513159870189,22.82420292211756515516284057409791410415
939,2,1,50652351.66923076923076923076923076923077,181.78747813464152354732260356528298768,20.07940504845698858237881694022330275677
949,2,2,13346621.54477965275178897469919141745768,304.345650750533530675699658738239632842,33.02504040784810304029798065998528789919
959,2,9,755429.5418216015071998844818317434950295,532.311113335225354735496102855119131318,31.58262937882151698793438423001677186061
949,2,0,0,0,0
949,2,11,8603.541666666666666666666666666666666674,530,0
919,2,7,1343853.87215909090909090909090909090909,501.643702941415122703739076507707502518,58.47878258761890470550517649890883791861
919,2,8,7201419.9715240641711229946524064171123,535.75080522421801270142714943788708226,37.70144667489564650273448837553935132726
929,2,3,19088469.43844729770346296448570388999555,409.704830567830623334271775704242306362,33.10000017703927445101352419726148067156
939,2,9,13736869.00115420602236018057519071717854,544.265093998191629212006241689272208778,28.19685814465859953392483625096741537985
939,2,4,23593243.84619377896814642837916031040831,443.327814731658518954729040583812786749,45.13259387471542167844124397978553809919
959,2,1,5239343.1065934065934065934065934065934,218.43759430753753872098268978806783883,19.06474736968733084502189860382936928502
929,2,8,4619544.42267917267917267917267917267918,528.768186386394035987145580105034573522,27.85342677930311683536976906679299003025
959,2,4,7780113.62630733309192260830992548725014,427.201652544889089613985481519436774008,36.47426983079990321082954157184432648541
939,2,-9,370125,489.86939547450185748058088483620398514,247.367503393715804385566089044903077597
959,2,10,56077.7817736185383244206773618538324421,547.818340986933063035012604401410012201,15.97259685711750504894703837335672241953
929,2,11,181093.0416666666666666666666666666666668,530,0
949,2,3,5796016.11269003120449688187491112653918,386.345893659443745640324973609177500089,47.8555362653058146670097342956756617314
949,2,4,7469623.26341514641130313170454090706039,436.303564892381699662954355028686454123,38.53222455672654256935126296857814441466
939,2,10,1574991.81862745098039215686274509803922,562.109319801658670359485366208821613262,29.10008665399469218563379147776586297636
939,2,6,2409350.72577789388134215720422616974342,536.011771737231893745092236060190160767,30.32794006159996353536449380409227751197
959,2,11,9624.041666666666666666666666666666666674,530,0
929,2,2,6499436.32813888038346242680608005685405,319.445874933400673104235723481406055727,40.08532480372336960565349490170147926388
939,2,8,6938935.7939344424638542285601109130521,547.858019631953643929155742998397615439,33.10469934797777316917259057730548052887
959,2,3,6949943.58957732044712935072708746243496,390.666998810466193738949157793743868713,37.71072294069685426719526043287108296125
949,2,1,37456844.60989010989010989010989010989011,178.759793149728915160952275369720610193,19.00778280941783067700311856833977978151
939,2,11,157371.5833333333333333333333333333333335,530,0
929,2,5,11915641.35769875080219907806114702666428,474.40824031864659075908260476833367334,40.48786309426566908599230875398627442385
929,2,1,101523418.197802197802197802197802197802,172.080467065249585609169064754998048274,19.95751677714439502507700059233509049626
949,2,6,334794.7472296860227894710653331342986515,537.576771071893304716200556312935449048,37.97932294736176573275432388864018270288
949,2,8,885478.150413801884390119684237331296155,551.758398009910661704200809492585292941,46.15541130019317680741762432004452676262
929,2,9,9165960.35239380670415153173773863429035,530.470171711500726786415424176531436789,23.32574670080252757780645773468122458705
959,2,7,132690.1655092592592592592592592592592593,502.641256194427257798806230654606059706,66.31265603231407288946321719714000239362
929,2,6,1972702.80707153638188120946741636396809,525.354403094827556718994584811421678434,22.52880335459475752578949567863312171779
949,2,-9,195364,546.367600990970700845601031919903359882,208.967319977813755757378164601064725004
939,2,2,13493256.78542916491832900501631151785952,328.818292317184471037574552949374987918,31.1680680193687975723238553092598092535
949,2,7,246301.071969696969696969696969696969697,541.974051436155765448614925779967831007,70.41094732170559285692828080108264637006
929,2,-9,615269,231.284495074512123965289978854777341293,221.377242820552808510219601629129705466
919,2,-9,142491,429.997964783740727484542883410180292089,255.148310582433604323640428099588553063
919,2,11,185619.7500000000000000000000000000000001,530,0
929,3,3,0,0,0
939,3,3,0,0,0
949,3,9,3359.777777777777777777777777777777777779,470.000000000000000000000000000000000001,0
959,3,9,0,0,0
919,3,11,0,0,0
919,3,9,0,0,0
929,3,7,0,0,0
949,3,7,2519.833333333333333333333333333333333335,470.000000000000000000000000000000000001,0
939,3,10,0,0,0
959,3,7,0,0,0
949,3,-9,416517,70.24059042007889233812785552570483317608,15.60966639938214694964968173849547505663
939,3,-9,5183090,56.74165796850913258307303172431889085468,5.3665603453236226513442166818248029566
929,3,5,0,0,0
949,3,4,15958.9444444444444444444444444444444444,470,0
919,3,3,0,0,0
949,3,2,0,0,0
939,3,2,0,0,0
939,3,0,668034,70,0
919,3,5,0,0,0
929,3,6,0,0,0
939,3,4,0,0,0
959,3,1,0,0,0
919,3,1,19153235.64216155361666197579510273008725,163.330802421067322319285787685642750833,17.59577428304875704482795514928632949809
929,3,9,0,0,0
939,3,1,85971,110.970443521652650312314617719928813204,29.98447426886121010016133188591045849016
959,3,6,0,0,0
959,3,10,0,0,0
939,3,11,0,0,0
949,3,0,4537845,70,0
919,3,8,0,0,0
929,3,1,922581.9818181818181818181818181818181818,167.191815759600689046426995036794857689,13.50994532446375224781719974681980787536
949,3,3,5039.666666666666666666666666666666666666,469.999999999999999999999999999999999999,0
949,3,6,2519.833333333333333333333333333333333335,470.000000000000000000000000000000000001,0
959,3,4,0,0,0
919,3,2,91097.3578384463833380242048972699127499,194.69525820299323871673750524827975416,15.28423451534292573712457204922760140295
959,3,5,0,0,0
919,3,4,0,0,0
949,3,1,4837724,80,0
919,3,-9,0,0,0
919,3,6,0,0,0
919,3,7,0,0,0
949,3,8,0,0,0
949,3,10,2519.833333333333333333333333333333333335,470.000000000000000000000000000000000001,0
959,3,2,0,0,0
929,3,8,0,0,0
939,3,6,0,0,0
929,3,11,0,0,0
959,3,11,0,0,0
919,3,10,0,0,0
929,3,4,0,0,0
929,3,2,7347.018181818181818181818181818181818189,180.000000000000000000000000000000000001,0
939,3,7,0,0,0
949,3,5,13439.1111111111111111111111111111111111,469.999999999999999999999999999999999999,0
929,3,10,0,0,0
929,3,-9,17405,110,0
939,3,8,0,0,0
939,3,9,0,0,0
939,3,5,0,0,0
959,3,3,0,0,0
959,3,8,0,0,0
949,3,11,0,0,0
929,9,1,203340171.78635272773203807686566307256,170.967809083160087081322293429439385848,19.98874905815769152480935441495408713737
959,9,6,301908.9464216202248656609711376445656365,487.278186885239771645433522679613177492,46.02597815603705341853287680776623001295
959,9,10,94843.3852656820303879127408539173245056,522.918054022014636158065358230044330976,34.88239241221851744106158027656488911225
949,9,2,27500787.8285500574653985564629313962078,301.785091091762210490499389391836436558,34.67690500592577394039181413692158040626
919,9,6,7868408.68800986932832774617764475776646,490.763368389529300751722755722954390559,41.24144421004191749302464889267002864388
919,9,-9,2551954,402.365187617018175092497748783873063543,168.713946582729194361996269230223491631
929,9,11,387696.1004901960784313725490196078431374,514.013014944258853847960016236944328406,14.96751276398319962361382081622633993943
919,9,11,567769.9852941176470588235294117647058825,509.807831770316889148280039563453085379,14.07273029230646486349594566959680674406
949,9,10,279941.8932811959282547517841635488694312,540.371385812508474082185783539506374643,52.63821082987148794870982020279918004003
919,9,1,54243158.01529110605655924327857711011336,173.659327976178491165988411234341001642,22.11867341275240222673969763140144746386
929,9,-9,1397512,323.762829943499590701188970112600106475,223.15920559694596654360619591587044822
949,9,-9,1578964,340.166127916785943188065085714430474666,231.974583371476281222597073251404385722
929,9,10,1765239.27834776334776334776334776334777,512.739129362713891947007350637539339196,35.7346212232619026539294039713944435512
939,9,11,289311.8774509803921568627450980392156865,516.318540191285193400845681443949582666,14.9419618343777066415125384027586226132
949,9,0,4537845,70,0
929,9,6,4287948.19418566408424420594805990343514,496.717533860140613671178127657999296701,39.14718028057704183643015402792899845817
939,9,3,29285582.23063488449204260029497565528315,386.630054201764804591651034664441751343,35.76655400929756889514090751711932164723
949,9,6,642522.2182829791349061125937393685872387,501.775484523157459762359889081162488082,52.35210414300460569406802399273319836244
949,9,9,2650869.72401265795282022462549845916986,525.231194365580661173313211076300391316,40.3047864394540614466992564853299826991
959,9,7,191702.7017697634609399315281668222844693,493.929653704361644449059804325402548859,58.95200866806830018143526419564625300472
919,9,3,118421396.944287292159342976039890740435,394.037267262139017715420573381451662883,31.04348754650482243396946767635192592687
919,9,7,5299904.19528287888582006229065052594464,498.12423659553619340209461892797069921,38.16340309039538470702775671850401241283
929,9,5,17007201.86246146048377285699800912782657,472.026177633311286761657129124583451967,38.35609376096580562742720779460872213551
959,9,-9,100209,325.301420032132842359468710395273877596,126.409351757336371525400918974498603871
919,9,8,17799215.95158008658008658008658008658008,520.362819077138861727676335508209325153,35.57345058368670538435026624579136842951
929,9,3,35308128.79036688589079963052419548629649,404.345369456294925590997571528747484065,32.58258625968785799509922892426613231968
929,9,4,58324882.34957927288836331219164570290868,434.630868228839753302951874362381302672,32.11877889506386573705693678376732345278
939,9,4,35577939.58797983998848736758419687852803,434.904906603276074144072691998398324385,43.69944234884468179602142268352716993442
959,9,2,13497704.36810799709406520552031387944701,296.969146575403944852951658775761191115,45.85941411466134289082691338437312401863
939,9,1,95396724.89145299145299145299145299145299,178.189359596200267063473224574794065367,21.24573352416903491272395352665820260181
959,9,4,11128775.51192600054121886085161413441546,422.937346180022926677995117826726153498,35.15090828371295443501714786078760312937
959,9,9,981624.5237403690142026856022799227667382,521.892164126062053273289844569277562942,35.99295608962953740124242678538663181683
919,9,10,4100426.71117255293725881961176078823137,510.82211094539989093048030838038928126,41.53109649226709256207817848676994803351
939,9,8,10873464.93113332201567495685142743966275,536.31712555018180292073590392852291179,34.39424697605691148619605645706024129579
929,9,2,13776706.21351883173704461203126731043887,306.020144010277627196305971515799130313,52.10969957666230875235511976766029518123
919,9,2,91585375.94346887321425594084930051621627,309.070164671507180818272221037567617038,28.59058903975222403462483204352655763908
949,9,5,3330632.08142245497722171150163036572772,470.349570428537130436378363151395713824,48.0782331095892083636913757855809323336
919,9,4,131901431.803263045759976474185932924057,424.695235002978333312591082677898835559,34.22251061173040238407286313920723409258
949,9,1,81884929.55406088164708854364026777819881,171.539086862501337277775694938700733272,29.45140802117956465021003480084166920327
919,9,9,30071200.19922295362964734161488725383249,512.501659870355676208315464058137341821,31.38824859417931907112077087225856931668
939,9,-9,5805166,108.444676689693283534010913727531650258,163.232550155659823900839689213822785467
939,9,5,13576459.63951918545731933155868247146139,486.09324675466108319983688493516721319,44.90157595552744070745079716100271789006
959,9,8,504760.7203990889285006932065755595167359,519.902061273051782794192065841772978762,36.29982789904106418641010198984186754745
939,9,2,23473054.5280019516087627542735901869029,324.582910058609929770861479353164941314,36.70295363386984963047814884860927383094
949,9,11,40465.2475490196078431372549019607843138,506.378467095433681564445792598235922727,12.27488875224537421958135036515257385914
939,9,7,2639663.93725081019198666257489786901551,518.255907322538889342883953994075886714,41.51002736893821899808196417847803905231
959,9,3,10942150.03199706095003415383473032667011,386.455393465305018827464681909788078141,35.71665425904279741457345231208188665143
959,9,5,2370790.84418517362736429673549349005738,456.694822175504353817896709664591713872,37.89298742247699846825463726644680817749
949,9,3,12027166.68836464057078981814756342353226,381.68158129118460755826495880081777123,42.43077103954157465623785004643409085033
919,9,5,33886467.5631272238016659923353635321181,465.474200905458650762247493216797679118,42.67383953114601100083724595177011499928
929,9,8,8527421.8547800130153071329541917777212,515.405631469598965168718537869370941138,28.89530986371317666129731406662958228219
939,9,6,3877931.97754511358973833618864044827535,516.177677048557281931767329731847443814,40.11928464753577831420690113779567375642
939,9,9,18940061.35393216335914104676782161569179,532.86873123639969797022255322004207367,32.81616363440431164257639397556639417637
939,9,10,2419630.04509875745169862816921640451052,539.290719571959155697902956838171534048,41.40828862341451560801477386875187766604
959,9,11,12522.3357843137254901960784313725490196,523.05650119697881021617646742203587981,12.65328313363768842208651435367896195137
939,9,0,668034,70,0
949,9,7,478747.99632274588156941098117568705804,522.422033779109857978710592883585873008,58.14579500110046650835876415021912306876
949,9,8,1812276.21360707919531448943213649096003,537.298226431031965948502728184618409624,45.13571890133134901722178518125189966504
959,9,1,11407881.63040293040293040293040293040293,218.723465665094805577004229515042575241,16.13798227474550177695418340811340746712
949,9,4,13257012.5545462876387932435759915209045,427.563673161540642126904029214427987542,37.23967663353160750697323856456766266398
929,9,7,2277200.25535250969074498486263192145544,497.358453836854550537014261602941152503,37.4195500149320341877044800781573349734
929,9,9,16077298.3145646750514904673119683261671,514.436525868635203859343231641717492068,28.35680523772027461290281182887273262432
